UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,arrest_WEAPON20,arrest_DRUG20,arrest_LIQUOR20,arrest_WEAPON21,arrest_DRUG21,arrest_LIQUOR21,arrest_WEAPON22,arrest_DRUG22,arrest_LIQUOR22,arrest_FILTER20,arrest_FILTER21,arrest_FILTER22,crime_MURD20,crime_NEG_M20,crime_RAPE20,crime_FONDL20,crime_INCES20,crime_STATR20,crime_ROBBE20,crime_AGG_A20,crime_BURGLA20,crime_VEHIC20,crime_ARSON20,crime_MURD21,crime_NEG_M21,crime_RAPE21,crime_FONDL21,crime_INCES21,crime_STATR21,crime_ROBBE21,crime_AGG_A21,crime_BURGLA21,crime_VEHIC21,crime_ARSON21,crime_MURD22,crime_NEG_M22,crime_RAPE22,crime_FONDL22,crime_INCES22,crime_STATR22,crime_ROBBE22,crime_AGG_A22,crime_BURGLA22,crime_VEHIC22,crime_ARSON22,crime_FILTER20,crime_FILTER21,crime_FILTER22,discipline_WEAPON20,discipline_DRUG20,discipline_LIQUOR20,discipline_WEAPON21,discipline_DRUG21,discipline_LIQUOR21,discipline_WEAPON22,discipline_DRUG22,discipline_LIQUOR22,discipline_FILTER20,discipline_FILTER21,discipline_FILTER22,vawa_DOMEST20,vawa_DATING20,vawa_STALK20,vawa_DOMEST21,vawa_DATING21,vawa_STALK21,vawa_DOMEST22,vawa_DATING22,vawa_STALK22,vawa_FILTER20,vawa_FILTER21,vawa_FILTER22
104151014,"Arizona State University Campus Immersion",108100,"Downtown Phoenix Campus","411 N. Central Avenue",Phoenix,AZ,850042115,1,"Public, 4-year or above",41414,38651,80065,1,16,1,0,8,0,0,17,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,5,0,0,0,0,7,0,0,0,0,0,2,7,0,1,1,1,0,34,67,0,35,85,0,0,89,1,1,1,0,0,1,0,2,1,0,1,0,1,1,1
104160001,"Arizona Western College",107100,"Main Campus","2020 S. Avenue 8E",YUMA,AZ,85365,4,"Public, 2-year",3257,4793,8050,0,0,4,0,1,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104160002,"Arizona Western College",107100,"Reskilling & Technology Center","1351 S. Redondo Center Dr.",Yuma,AZ,85365,4,"Public, 2-year",3257,4793,8050,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104160003,"Arizona Western College",107100,"San Luis Learning Center","1340 N 8th Avenue","San Luis",AZ,85349,4,"Public, 2-year",3257,4793,8050,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104160004,"Arizona Western College",107100,"Somerton Center","1011 N. Somerton Ave.",Somerton,AZ,85350,4,"Public, 2-year",3257,4793,8050,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104160005,"Arizona Western College",107100,"Parker Learning Center","1109 Geronimo Ave",Parker,AZ,85344,4,"Public, 2-year",3257,4793,8050,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104179001,"University of Arizona",108300,"Main Campus","1200 E. University Blvd.",TUCSON,AZ,857210021,1,"Public, 4-year or above",21985,27418,49403,0,56,35,0,19,48,1,26,50,1,1,1,0,0,17,7,0,0,0,2,23,19,4,1,0,15,10,0,0,1,5,17,14,1,1,0,75,10,0,0,3,16,16,29,2,1,1,1,0,24,510,0,10,513,0,35,397,1,1,1,9,1,0,17,2,3,2,78,19,1,1,1
104179002,"University of Arizona",108300,"University of Arizona Phoenix Bioscience Core Campus","550 E. Van Burren Street",Phoenix,AZ,85004,1,"Public, 4-year or above",21985,27418,49403,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104179005,"University of Arizona",108300,"University of Arizona Sierra Vista College of Applied Science and Technology","1140 N Colombo Ave","Sierra Vista",AZ,85635,1,"Public, 4-year or above",21985,27418,49403,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104346001,"Central Arizona College",728300,"Main Campus-Signal Peak","8470 N OVERFIELD RD",COOLIDGE,AZ,851289778,4,"Public, 2-year",1781,2871,4652,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,0,0,1,5,1,1,1,1,1,0,0,0,0,1,1,3,1,1,1
104346002,"Central Arizona College",728300,"ARAVAIPA CAMPUS","80440 EAST ARAVAIPA RD.",WINKELMAN,AZ,85192,4,"Public, 2-year",1781,2871,4652,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104346003,"Central Arizona College",728300,"SUPERSTITION MOUNTAIN CAMPUS","805 S. Idaho Road","APACHE JUNCTION",AZ,851195231,4,"Public, 2-year",1781,2871,4652,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104346004,"Central Arizona College",728300,"FLORENCE CENTER (ASPC)","800 E. BUTTE, BLDG 100",FLORENCE,AZ,85132,4,"Public, 2-year",1781,2871,4652,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104346005,"Central Arizona College",728300,"CASA GRANDE CENTER","1015 EAST FLORENCE BLVD.","CASA GRANDE",AZ,85122,4,"Public, 2-year",1781,2871,4652,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104346012,"Central Arizona College",728300,"Maricopa Campus","17945 N. Regent Drive",Maricopa,AZ,851387808,4,"Public, 2-year",1781,2871,4652,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104346013,"Central Arizona College",728300,"San Tan Campus","3736 E. Bella Vista Road","San Tan Valley",AZ,85143,4,"Public, 2-year",1781,2871,4652,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104391001,"Charles of Italy Beauty College",2280500,"Main Campus","1987 MCCULLOCH BLVD, Suite 205","LAKE HAVASU CITY",AZ,86403,9,"Private for-profit, less-than 2-year",2,83,85,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104425001,"Cochise County Community College District",107200,"Douglas Campus","4190 W Highway 80",Douglas,AZ,85607,4,"Public, 2-year",1699,2098,3797,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,10,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104443001,"Empire Beauty School-Chandler",1054208,"Empire Beauty School - Chandler, AZ","2978 N ALMA SCHOOL RD  STE 1-3",CHANDLER,AZ,85224,9,"Private for-profit, less-than 2-year",5,55,60,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104568001,"Avalon Institute-Mesa",1085800,"Avalon Institute (Mesa)","2111 S Alma School Rd #21",Mesa,AZ,85210,9,"Private for-profit, less-than 2-year",3,380,383,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104577001,"Eastern Arizona College",107300,"Main Campus","615 N. Stadium Avenue",Thatcher,AZ,85552,4,"Public, 2-year",1989,2875,4864,0,3,4,2,1,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0,0,1,0,1,4,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1
104577002,"Eastern Arizona College",107300,"Gila Pueblo Campus","8274 S. Six Shooter Canyon Road",Globe,AZ,855015103,4,"Public, 2-year",1989,2875,4864,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104577003,"Eastern Arizona College",107300,"Payson Campus","201 North Mud Springs Road",Payson,AZ,855414426,4,"Public, 2-year",1989,2875,4864,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104586001,"Embry-Riddle Aeronautical University-Prescott",147902,"Embry-Riddle Aeronautical University - Prescott","One Aerospace Blvd.","Daytona Beach",AZ,32114,2,"Private nonprofit, 4-year or above",2295,867,3162,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,3,41,5,14,132,0,0,68,1,1,1,0,0,2,0,0,0,0,0,2,1,1,1
104665001,"The School of Architecture",2533200,Cosanti,"6433 Doubletree Ranch Road","Paradise Valley",AZ,85253,2,"Private nonprofit, 4-year or above",5,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104665002,"The School of Architecture",2533200,Arcosanti,"13555 S Cross L Road",MAYER,AZ,86333,2,"Private nonprofit, 4-year or above",5,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104708001,"Glendale Community College",107600,"Main Campus","6000 W OLIVE AVE",GLENDALE,AZ,85302,4,"Public, 2-year",5915,7427,13342,0,1,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1
104708002,"Glendale Community College",107600,"North Campus","5727 W. Happy Valley Road",Phoenix,AZ,85310,4,"Public, 2-year",5915,7427,13342,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
104717001,"Grand Canyon University",107400,"Grand Canyon University","3300 W CAMELBACK RD",PHOENIX,AZ,85017,3,"Private for-profit, 4-year or above",27888,73928,101816,0,91,0,0,8,0,0,8,0,1,1,1,0,0,8,7,0,0,0,2,7,6,0,0,0,17,7,0,0,0,3,16,15,1,0,0,26,7,0,0,0,6,25,356,1,1,1,1,0,37,576,0,94,658,0,158,737,1,1,1,2,0,3,8,2,1,15,0,8,1,1,1
105145001,"GateWay Community College",830300,"Washington Campus","108 N. 40TH Street",Phoenix,AZ,85034,4,"Public, 2-year",1663,3036,4699,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
105145002,"GateWay Community College",830300,"Deer Valley Campus","2931 W Bell Rd",Phoenix,AZ,850533024,4,"Public, 2-year",1663,3036,4699,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105154001,"Mesa Community College",107700,"Mesa Community College","1833 W SOUTHERN AVE",MESA,AZ,85202,4,"Public, 2-year",7109,8663,15772,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1
105154002,"Mesa Community College",107700,"Red Mountain Campus","7110 E. McKellips Rd.",Mesa,AZ,85207,4,"Public, 2-year",7109,8663,15772,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105154003,"Mesa Community College",107700,"Downtown Center","145 North Centennial Way",Mesa,AZ,85201,4,"Public, 2-year",7109,8663,15772,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105206001,"Mohave Community College",1186400,"Neal Campus - Kingman","1971 Jagerson Ave",Kingman,AZ,864091238,4,"Public, 2-year",1285,2753,4038,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105206002,"Mohave Community College",1186400,"Lake Havasu City Campus","1977 West Acoma Blvd","Lake Havasu City",AZ,86403,4,"Public, 2-year",1285,2753,4038,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105206003,"Mohave Community College",1186400,"Bullhead City Campus","3400 Highway 95","Bullhead City",AZ,86442,4,"Public, 2-year",1285,2753,4038,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105206004,"Mohave Community College",1186400,"North Mohave Campus","480 South Central","Colorado City",AZ,86021,4,"Public, 2-year",1285,2753,4038,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105215001,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",2100500,"Universal Technical Institute-Motorcycle Mechanics Institute Division","10695 West Pierce Street, Suite 200",Avondale,AZ,85323,6,"Private for-profit, 2-year",612,46,658,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1
105297001,"Dine College",824600,"Main Campus","Route 12, Security Modular Building",TSAILE,AZ,86556,1,"Public, 4-year or above",391,1161,1552,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,7,0,0,0,1,1,1,0,0,0,0,3,0,0,3,5,1,1,1
105297002,"Dine College",824600,Shiprock,"Box 580",Shiprock,NM,87420,1,"Public, 4-year or above",391,1161,1552,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105297003,"Dine College",824600,Crownpoint,"Box 57",Crownpoint,NM,87313,1,"Public, 4-year or above",391,1161,1552,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105297004,"Dine College",824600,"Window Rock","Box 1924","Window Rock",AZ,86515,1,"Public, 4-year or above",391,1161,1552,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105297005,"Dine College",824600,Chinle,"Box 1997",Chinle,AZ,86503,1,"Public, 4-year or above",391,1161,1552,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105297007,"Dine College",824600,"Tuba City","Box 1716","Tuba City",AZ,86045,1,"Public, 4-year or above",391,1161,1552,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330001,"Northern Arizona University",108200,"Flagstaff Mountain Campus","1900 S Knoles Dr",FLAGSTAFF,AZ,86011,1,"Public, 4-year or above",10274,17812,28086,2,23,34,0,4,35,0,9,48,1,1,1,0,0,26,6,0,0,1,8,20,2,0,0,0,15,6,0,0,1,6,19,8,2,0,0,26,10,0,6,3,6,25,20,1,1,1,1,0,149,397,1,0,453,0,0,544,1,1,1,27,0,29,20,2,36,32,2,38,1,1,1
105330003,"Northern Arizona University",108200,"NAU at Chandler-Gilbert Community College","2626 E. Pecos Rd",Chandler,AZ,85225,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
105330005,"Northern Arizona University",108200,"NAU at Mesa Community College","1833 W. Southern Ave",Mesa,AZ,85202,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330006,"Northern Arizona University",108200,"NAU at Estrella Mountain Community College","3000 N. Dysart Rd",Avondale,AZ,85392,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
105330007,"Northern Arizona University",108200,"NAU at Glendale Community College","6000 W. Olive Ave",Glendale,AZ,85302,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
105330009,"Northern Arizona University",108200,"NAU - Kingman","1971 Jagerson Ave",Kingman,AZ,86409,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330010,"Northern Arizona University",108200,"NAU - North Valley","15451 N 28th Ave",Phoenix,AZ,85053,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
105330011,"Northern Arizona University",108200,"NAU at Paradise Valley Community College","18401 N. 32nd St",Phoenix,AZ,85032,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330012,"Northern Arizona University",108200,"NAU at Phoenix College","1202 W. Thomas Rd",Phoenix,AZ,85013,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330013,"Northern Arizona University",108200,"NAU at Scottsdale Community College","9000 E. Chaparral Rd",Scottsdale,AZ,85256,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1
105330014,"Northern Arizona University",108200,"NAU-Show Low","1001 W. Deuce of Clubs","Show Low",AZ,85901,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330016,"Northern Arizona University",108200,"NAU at South Mountain Community College","7050 S. 24th St",Phoenix,AZ,85042,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330018,"Northern Arizona University",108200,"NAU - Tucson","2202 West Anklam Rd",Tucson,AZ,85709,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
105330020,"Northern Arizona University",108200,"NAU-Yavapai (Prescott Valley)","7351 E. Skoog Blvd","Prescott Valley",AZ,86314,1,"Public, 4-year or above",10274,17812,28086,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
